Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
"USA,NE,2017,""12        "",Male,17,Right-Handed,165,25,166,1,Car,15,.339,48,Cycling,1000,800,800,800,200,100,25,""Same length"",95,97,""Ring finger"",May,Summer,No,No,Meat,Water,Music,7,9,4,""Yes - broadband connection"",""In person"",200,200,43,1,3,13,7,15,20,20,20,10,20,4,""A lot"",""Undergraduate degree"",""Rap/Hip hop"",Telepathy,Happy,""Community leader or elder"",""International aid"""
"USA,NE,2016,""12        "",Male,17,Right-Handed,,,,1,Car,10,,,""Table Tennis"",500,500,650,600,700,800,,""Right foot"",,,""Ring finger"",November,Spring,No,No,Pizza/Pasta,Water,""Mathematics and statistics"",6.5,5,5,""Yes - broadband connection"",""Text messaging"",,,8,2,4,1,1,0,3,3,20,0,15,2,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Healthy,Relative,Environment"
"USA,NE,2016,""11        "",,14,,175,25,174,1,,20,.461,60,,,,,,,,26,,,,,,,,,,,,7,,,,,100,100,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Female,17,Right-Handed,155,22,150,2,Car,20,.352,30,Soccer,460,492,497,401,519,647,22,""Same length"",79,72,""Index finger"",July,Fall,No,No,Pizza/Pasta,Water,English,7,8,3,""Yes - broadband connection"",""In person"",25,50,15,1,5,15,6,0,2,2,2,2,20,2,""Very little"",""Graduate degree"",Pop,Telepathy,Happy,""Business person"",""International aid"""
"USA,NE,2014,""10        "",Female,16,Right-Handed,64,24,60,1,Car,25,0.312,42,Athletics,500,500,500,500,200,300,24,""Same length"",240,245,""Ring finger"",June,Fall,Yes,No,Breads/Sandwiches,Coffee,English,5,8,6,""Yes - broadband connection"",""Text messaging"",200,200,8,0.5,10,1,10,1,7,10,5,5,20,4,""A lot"",""Graduate degree"",Country,Telepathy,Happy,Friend,Other"
"USA,NE,2017,""12        "",Female,17,Right-Handed,141,22.75,160,1,Car,3,.356,49,Swimming,1000,800,1000,700,900,1000,22.5,""Right foot"",80,80,""Same length"",July,Spring,Yes,No,Poultry,Juice,Science,8,10,3,""Yes - broadband connection"",""Cell phone"",20,25,10,1,3,2,14,0,5,1,5,5,0,2,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,""Sports person"",Health"
"USA,NE,2018,""9         "",Female,15,Right-Handed,155,24,170,2,Walk,5,0.382,42,Athletics,690,476,219,813,936,973,23,""Right foot"",7,8,""Ring finger"",August,Spring,No,No,Fruit,""Sports drink"",""Mathematics and statistics"",7,9,8,""Yes - dial-up connection"",""Myspace, Facebook, other social networking sites, or blog"",20,20,1,0,5,1,10,0,5,3,6,0,0,4,Some,""Graduate degree"",Gospel,Fly,Happy,""Religious figure"",Religious"
"USA,NE,2012,""6         "",Female,11,Left-Handed,149,23,153,1,Car,3,.411,57,Gymnastics,500,1000,900,800,50,450,22,""Right foot"",85,93,""Ring finger"",June,Summer,Yes,No,Pizza/Pasta,Water,English,10,8,4,""Yes - broadband connection"",""Cell phone"",30,30,12,1,3,15,5,3,1,2,3,2,0,2,Some,""Undergraduate degree"",Pop,Telepathy,,""Doctor or nurse"",Health"
"USA,NE,2018,""9         "",Female,14,Right-Handed,152.4,22,58,23,Car,7,0.478,48,Athletics,492,390,1000,834,342,337,22,""Same length"",8,8,""Same length"",August,Summer,No,No,Other,Water,Other,8,10,2,""Yes - other"",""Text messaging"",4,5,500,150,450,900,850,0,450,200,500,50,0,200,Some,""Graduate degree"",Pop,Invisibility,Healthy,Relative,Religious"
"USA,NE,2014,""10        "",Female,15,Right-Handed,335,55,357,3,Car,14,.404,38,Gymnastics,289,187,257,241,326,257,49,""Right foot"",36,567,""Index finger"",January,Winter,No,No,Desserts,Tea,Art,7,9,4,""Yes - other"",""Text messaging"",30,25,45,1,14,9,16,2,3,5,7,9,5,2,Some,""Graduate degree"",Country,Invisibility,Happy,Friend,Religious"
"USA,NE,2013,""9         "",Male,""14 "",Right-Handed,164,23,158,1,Car,""12 "",0.485,49,None,0,0,0,0,500,500,23,""Same length"",90,90,""Same length"",March,Summer,No,No,Poultry,""Soft drink (caffeinated)"",History,8,10,4,""Yes - broadband connection"",Telephone,3,2,0,0,2,2,0,3,3,0,3,2,0,0,""A lot"",""Some college"",Other,""Freeze time"",Rich,Politician,Other"
"USA,NE,2012,""6         "",Male,11,Right-Handed,153,24,,1,Car,5,.378,76,""Football (American)"",,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2021,""7         "",Female,12,Right-Handed,160.3,23,159,3,Bus,24,0.523,45,""Football (American)"",100,100,100,100,100,100,23,""Same length"",74,74,""Ring finger"",January,Fall,Yes,No,Pizza/Pasta,Water,""Mathematics and statistics"",10,8,4,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",0,0,10,100,3,1,0,20,0,50,9,12,0,11,""A lot"",""Undergraduate degree"",""Rap/Hip hop"",""Freeze time"",Healthy,""Musician or singer"",Health"
"USA,NE,2013,""12        "",Male,17,Right-Handed,183,26,182,1,Car,7,.3,36,Soccer,0,1,2,3,999,943,25,""Right foot"",80,74,""Index finger"",September,Summer,Yes,No,Desserts,""Soft drink (caffeinated)"",Other,8,10,3,""Yes - other"",""Text messaging"",100,100,20,1,2,1,15,1,10,100,20,40,20,2,""Very little"",""Graduate degree"",Country,""Freeze time"",Happy,""Sports person"",Other"
"USA,NE,2018,""9         "",Female,15,Right-Handed,5.3,8.5,152.4,3,Car,5,.513,29,Soccer,374,294,658,909,160,1000,8.9,""Left foot"",8,7,""Index finger"",March,Spring,Yes,No,Desserts,Water,Music,7,6,6,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",1000,600,2,6,2,60,40,1,90,90,50,0,0,60,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,""Arts, culture, sports"""
"USA,NE,2013,""12        "",Male,17,Right-Handed,189,28,194,1,Car,3,.38,56,""Football (American)"",525,360,340,280,725,700,29,""Left foot"",10,9,""Index finger"",September,Summer,Yes,No,Meat,""Sports drink"",""Physical education"",6.5,8,4,""Yes - broadband connection"",""Text messaging"",150,151,15,5,6,4,20,10,20,30,40,10,12,2,Some,""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Happy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,,,,1,Car,20,"" 0.45"",36,Soccer,369,572,1000,278,802,1000,23.8,""Same length"",""30 "",32,""Ring finger"",October,Fall,Yes,No,Fruit,Water,""Physical education"",6,9,5,""Yes - broadband connection"",""Text messaging"",175,150,20,0,10,8,5,0,75,75,40,5,10,4,""A lot"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Healthy,Relative,Health"
"USA,NE,2016,""11        "",Female,15,Right-Handed,171,24,163,2,Car,15,.511,40,Dancing,800,900,700,600,700,700,24,""Same length"",80,70,""Ring finger"",January,Summer,No,No,Pizza/Pasta,Juice,""Physical education"",7,8,5,""Yes - other"",""Cell phone"",30,40,4,1,15,30,10,0,9,3,2,8,0,0,Some,""Graduate degree"",Pop,Fly,Happy,Actor,Health"
"USA,NE,2017,""10        "",Male,16,Right-Handed,185,24,178,1,Car,10,0.382,63,None,353,1000,508,920,1000,1000,25,""Left foot"",90,70,,November,Fall,No,No,Meat,""Soft drink (caffeinated)"",English,5,10,5,""Yes - broadband connection"",""Internet chat or instant messaging"",0,2,0,0,15,5,0,0,25,20,30,5,10,5,""A lot"",""Graduate degree"",Other,Invisibility,Healthy,Teacher,""Education/Youth development"""
"USA,NE,2018,""12        "",Female,17,Right-Handed,161,24,162,1,Car,7,0.441,34,Tennis,711,717,802,888,941,882,25,""Left foot"",35,34,""Index finger"",March,Summer,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",Art,7,10,4,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",16,20,6,764,74,85,84,39,2,9,82,93,53,653,""A lot"",""Graduate degree"",Other,""Freeze time"",Happy,Relative,Health"
"USA,NE,2014,""10        "",Male,16,Right-Handed,167.6,25,178,1,Car,15,0.386,38,Soccer,1000,1000,1000,1000,800,750,25,""Same length"",80,71,""Index finger"",November,Summer,No,No,Meat,Water,""Mathematics and statistics"",8,7,4,""Yes - broadband connection"",""In person"",0,0,10,0,10,0,0,5,0,0,12,12,0,5,Some,""Some college"",""Rock and roll"",""Freeze time"",Happy,Teacher,""Education/Youth development"""
"USA,NE,2014,""9         "",Male,15,Ambidextrous,177.8,29,144,1,Car,20,.473,58,Baseball/Softball,789,900,876,765,987,975,"" 29"",""Same length"",9,11,""Same length"",May,Summer,Yes,No,Meat,Water,English,12,12,5,""Yes - broadband connection"",""Text messaging"",50,50,80,2,12,6,8,0,4,5,19,7,7,7,Some,""Graduate degree"",Reggae,Fly,Happy,Relative,Health"
"USA,NE,2012,""6         "",Male,11,Right-Handed,134,22,135,2,Bus,10,0.599,51,Soccer,1000,1000,1000,1000,700,8000,23,""Left foot"",75,80,""Ring finger"",September,Summer,No,No,Desserts,Milk,History,9,10,6,""Yes - dial-up connection"",""In person"",0,02,2,0,4,1,2,5,7,1,6,6,1,1,Some,""Graduate degree"",""Rap/Hip hop"",Invisibility,Healthy,Relative,""International aid"""
"USA,NE,2013,""9         "",Female,14,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Male,18,Right-Handed,78,29,90,1,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2019,""11        "",Female,17,Left-Handed,175,25,177,1,Car,10,0.398,""47 "",Other,60,50,50,75,10,80,25,""Same length"",,,,,Fall,Yes,No,Pizza/Pasta,Water,""Physical education"",7,9,5,""Yes - broadband connection"",""Text messaging"",150,150,10,0.5,1,10,15,0,5,10,0,5,12,2,""A lot"",""Graduate degree"",Country,Invisibility,Happy,Relative,Religious"
"USA,NE,2018,""11        "",Male,17,Ambidextrous,181,33,185,2,Car,6,"".375 "",45,Tennis,0,1000,1000,1000,1000,1000,32.5,""Same length"",110,111,""Index finger"",November,Summer,No,No,Meat,Water,Art,3,5,3,""Yes - other"",""Text messaging"",500,500,20,10,6,1,1,5,15,5,144,0,0,5,""A lot"",""Graduate degree"",""Rap/Hip hop"",Fly,Happy,""Musician or singer"",""Arts, culture, sports"""
"USA,NE,2018,""11        "",Female,17,Right-Handed,161,27,162,1,Car,6,.501,58,Other,700,600,600,500,100,500,27,""Same length"",69,70,""Same length"",November,Spring,No,No,Breads/Sandwiches,Water,English,6,10,3,""Yes - broadband connection"",""Text messaging"",35,35,14,2,7,14,5,0,15,14,14,14,16,12,Some,""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,Actor,""Wildlife, animals"""
"USA,NE,2019,""12        "",Female,17,Right-Handed,170,23,171,1,Car,15,1.122,54,Other,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Male,17,Right-Handed,157,126,186,2,Car,17,.287,48,""Football (American)"",800,800,700,600,900,800,127,""Left foot"",100,105,""Ring finger"",March,Fall,Yes,No,Meat,Water,""Physical education"",6,10,4,""Yes - broadband connection"",""Text messaging"",80,90,5,1,1,7,5,5,4,2,5,1,20,5,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Super strength"",Rich,Relative,""International aid"""
"USA,NE,2019,""11        "",Female,17,Right-Handed,163,24cm,157,2,Car,10,0.901,80,None,1000,1000,1000,1000,503,824,,""Same length"",,,""Index finger"",December,Spring,No,No,Poultry,Water,""Social studies"",6,9,4,""Yes - broadband connection"",""Text messaging"",600,+600,8,5,4,100+,6,0,8,100+,100+,5,20,100+,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Rich,""Business person"",""Wildlife, animals"""
"USA,NE,2016,""11        "",Male,16,Left-Handed,175,31.75,176,1,Car,20,0.492,43,Other,,,,,,,31.70,,,,,,,,,,,,7.5,,,,,50,48,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Female,17,Right-Handed,145,25,163,1,Car,10,.498,38,Running/Jogging,800,700,1000,400,100,50,25.3,""Right foot"",80,90,""Index finger"",February,Summer,Yes,No,""Rice/Noodle dishes"",Tea,Science,8,10,6,""Yes - other"",""In person"",5,4,14,1,3,4,2,0,2,1,4,8,30,1,""A lot"",""Graduate degree"",""Rock and roll"",Telepathy,Happy,Actor,""International aid"""
"USA,NE,2017,""12        "",Female,16,Right-Handed,137,23,151,2,Car,5,0.356,50,Other,900,900,1000,900,900,1000,23,""Same length"",25,85,""Ring finger"",October,Fall,Yes,No,Pizza/Pasta,Water,English,6,8,5,""Yes - other"",""Cell phone"",200,250,20,3,8,5,6,0,9,24,24,3,20,5,""A lot"",Other,""Rap/Hip hop"",,Healthy,""Doctor or nurse"",""Education/Youth development"""
"USA,NE,2012,""9         "",Male,16,Right-Handed,177,,176,6,Car,4,0.31,32,Soccer,650,700,500,600,999,1000,27,""Same length"",850,830,""Index finger"",November,Winter,No,No,Meat,Milk,Languages,6,12,4,""Yes - broadband connection"",""Text messaging"",0,0,10,2,8,1,5,5,8,3,12,0,0,1,Some,Other,Techno/Electronic,""Freeze time"",Rich,""Musician or singer"",Health"
"USA,NE,2014,""10        "",Female,16,Right-Handed,170.4,25.16,162,2,Car,3,0.434,38,Running/Jogging,200,500,500,500,1000,1000,24.1313,""Right foot"",80,70,""Index finger"",November,Summer,No,No,Poultry,""Soft drink (caffeinated)"",Art,7,12,3,""Yes - other"",""Text messaging"",230,250,50,2,10,2,4,0,15,10,15,2,0,3,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Rich,Actor,""Wildlife, animals"""
"USA,NE,2023,""12        "",Female,16,Right-Handed,159,,,1,Car,15,0.391,32,Walking/Hiking,750,600,300,500,400,800,,,,,,August,Fall,No,No,""Rice/Noodle dishes"",Water,Music,7,10,5,""Yes - broadband connection"",""Text messaging"",50,100,4,,,,,,,,,,,,,,,,,,"
"USA,NE,2019,""12        "",Female,17,Right-Handed,176,24,176,1,Car,21,0.805,63,Other,900,1000,1000,700,300,600,25,""Left foot"",69,68,""Index finger"",March,Spring,No,No,Poultry,""Soft drink (caffeinated)"",Music,6,9,4,""Yes - other"",""Cell phone"",28,50,4,4,5,3,0,2,5,6,5,10,5,3,Some,""Undergraduate degree"",Pop,""Freeze time"",Happy,Relative,Environment"
"USA,NE,2014,""9         "",Female,14,Ambidextrous,64,21,64,1,Car,30,0.325,44,Other,1,2,4,3,6,5,22,""Left foot"",62,66,""Ring finger"",May,Summer,Yes,No,Poultry,Juice,Art,6,7,3,""Yes - broadband connection"",""Text messaging"",300,400,10,3,3,5,7,7,7,7,7,7,0,3,""A lot"",Other,""Rap/Hip hop"",""Freeze time"",Happy,""Sports person"",Health"
"USA,NE,2012,""12        "",Female,17,Right-Handed,153,21,147,2,Car,15,.577,43,Running/Jogging,400,300,200,500,900,900,22,""Right foot"",70,80,""Ring finger"",June,Fall,Yes,No,Breads/Sandwiches,Water,English,7,8,3,""Yes - broadband connection"",""Cell phone"",100,100,10,3,5,15,10,0,2,2,7,1,6,1,""A lot"",""Graduate degree"",Country,Telepathy,Famous,Relative,Religious"
"USA,NE,2019,""12        "",Female,17,Right-Handed,168,23,157,1,Car,15,0.665,37,Bowling,1000,1000,1000,1000,1000,1000,23,""Same length"",600,700,""Ring finger"",December,Fall,Yes,Yes,Pizza/Pasta,Water,English,7,9,3,""Yes - broadband connection"",""In person"",105,147,5,1,16,8,0,6,4.5,4,7.5,7,0,4,""A lot"",""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,Relative,Environment"
"USA,NE,2013,""9         "",Male,15,Right-Handed,175,25,177,1,Car,""15 "",.353,45,Baseball/Softball,100,50,999,998,1000,1000,25,""Same length"",80,70,""Index finger"",August,Summer,Yes,No,""No favorite"",""Sports drink"",""Mathematics and statistics"",,13,4,""Yes - other"",""Text messaging"",5,0,8,0,4,2,6,1,1,1,5,5,0,0,""A lot"",""Graduate degree"",Country,Invisibility,Happy,Relative,Health"
"USA,NE,2012,""11        "",Female,16,Right-Handed,167.6,25,170,2,Car,""8 "",0.491,52,Tennis,500,600,200,300,900,1000,10,""Same length"",25,25,""Ring finger"",November,Fall,No,No,Pizza/Pasta,Water,History,7,11,5,""Yes - broadband connection"",""Cell phone"",150,150,48,3,12,15,10,1,10,24,10,5,0,2,""A lot"",""Graduate degree"",Pop,Telepathy,Happy,Teacher,""Education/Youth development"""
"USA,NE,2019,""11        "",Male,17,Left-Handed,190,35,193,1,Car,20,0.351,57,""Football (American)"",1,4,3,2,5,6,36,""Left foot"",,,,November,Spring,Yes,No,Meat,""Soft drink (caffeinated)"",History,5,3,3,""Yes - broadband connection"",""Text messaging"",55,60,15,2,2,10,14,20,5,6,20,0,10,1,None,""Graduate degree"",Country,""Freeze time"",Rich,Other,""Wildlife, animals"""
"USA,NE,2014,""9         "",Female,14,Right-Handed,157.4,20,49,1,Car,20,.618,51,Other,610,914,535,519,112,882,20,""Right foot"",16,14,""Index finger"",December,Spring,Yes,No,""No favorite"",""Sports drink"",""Mathematics and statistics"",7,8,4,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2013,""9         "",Male,14,Right-Handed,182,24.5,182,1,Car,10,.428,43,Basketball,5,5,5,503,856,861,24.5,""Same length"",80,50,""Index finger"",March,Summer,No,No,Pizza/Pasta,Water,History,7,5,4,""Yes - broadband connection"",""Cell phone"",5,7,40,1,3,10,20,30,0,1,30,50,0,5,""Very little"",""Graduate degree"",Other,""Freeze time"",Happy,""Sports person"",Health"
"USA,NE,2014,""10        "",Female,16,Right-Handed,64,24,60,1,Car,25,0.312,42,Athletics,500,500,500,500,200,300,24,""Same length"",240,245,""Ring finger"",June,Fall,Yes,No,Breads/Sandwiches,Coffee,English,5,8,6,""Yes - broadband connection"",""Text messaging"",200,200,8,0.5,10,1,10,1,7,10,5,5,20,4,""A lot"",""Graduate degree"",Country,Telepathy,Happy,Friend,Other"
"USA,NE,2017,""10        "",Male,15,Right-Handed,185.9,27,185,2,Car,15,3.54,44,Basketball,800,900,600,400,900,900,28,""Left foot"",70,73,""Ring finger"",December,Winter,Yes,No,Pizza/Pasta,Milk,""Physical education"",8,11,3,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",8,12,30,1,2,12,18,8,15,4,15,6,0,5,Some,""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Rich,""Sports person"",Health"
"USA,NE,2013,""9         "",Female,14,Right-Handed,157.5,2.5,165,1,Car,2,0.481,31,Dancing,400,600,700,500,300,200,27,""Left foot"",10,8,""Index finger"",March,Fall,Yes,No,Pizza/Pasta,Water,Art,5,10,5,""Yes - broadband connection"",""Text messaging"",5,7,5,0,8,10,2,0,5,2,8,3,0,6,Some,""Graduate degree"",Country,Telepathy,Happy,Relative,Environment"
"USA,NE,2017,""10        "",Female,16,Right-Handed,167,25,166,1,Car,15,0.19,51,Other,1000,1000,1000,1000,50,70,24,""Right foot"",70,75,""Ring finger"",December,Winter,Yes,No,Pizza/Pasta,Water,Music,7,8,5,""Yes - broadband connection"",""In person"",0,0,14,0,27,7,2,28,1,7,27,10,0,2,Some,""Graduate degree"",Pop,Invisibility,Happy,Relative,""Wildlife, animals"""
"USA,NE,2021,""7         "",Male,12,Right-Handed,155,23,149,2,Bus,20,0.088,45,""Football (American)"",880,654,345,789,436,787,22,""Left foot"",59,59,""Index finger"",March,Summer,Yes,No,Meat,Water,""Physical education"",7,11,3,""Yes - broadband connection"",""Cell phone"",51,27,48,36,26,,,,,,,,,,,,,,,,"
"USA,NE,2013,""9         "",Male,15,Right-Handed,179,27,175,1,Car,12,0.799,57,Soccer,417,412,176,668,305,455,28,""Left foot"",80,100,""Ring finger"",July,Summer,No,No,Pizza/Pasta,Water,Art,6,10,6,""Yes - other"",""Text messaging"",30,50,16,2,10,16,12,12,2,8,8,17,10,3,Some,""Graduate degree"",""Rap/Hip hop"",""Freeze time"",Healthy,""Sports person"",Health"
"USA,NE,2017,""10        "",Female,15,Right-Handed,1.574,21.59,156.2,1,Car,30,.565,43,None,642,631,454,813,54,5,21.59,""Same length"",63.5,69.85,""Ring finger"",September,Winter,Yes,No,Seafood,Tea,""Mathematics and statistics"",7,7,5,""Yes - other"",""Internet chat or instant messaging"",0,0,10,0,10,5,0,15,0,10,13,2,0,7,Some,""Graduate degree"",Techno/Electronic,""Freeze time"",Happy,Other,""International aid"""
"USA,NE,2014,""10        "",Male,16,Right-Handed,172,27,174,2,Car,10,0.316,33,Soccer,250,""250 "",""850 "",200,1000,1000,27,""Same length"",10,8,,July,Spring,No,No,Meat,Water,English,8,5,5,""Yes - broadband connection"",""Text messaging"",84,100,2,0,2,5,2,6,1,5,5,2,0,4,Some,""Graduate degree"",Pop,Invisibility,Healthy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2019,""12        "",Female,7,Left-Handed,162.2,24,166,2,Car,6,.662,40,Golf,1000,1000,900,900,700,600,23.5,""Right foot"",77mm,67mm,""Ring finger"",December,Summer,No,No,Fruit,Water,""Social studies"",8,10,5,""Yes - broadband connection"",""Text messaging"",43,85,27,1,13,10,3,0,7,7,14,4,10,5,Some,""Graduate degree"",Pop,Fly,Happy,Relative,""International aid"""
"USA,NE,2012,""12        "",Male,16,Right-Handed,180,30,171,1,Car,12,.272,44,Running/Jogging,5,6,4,3,1,2,29,""Right foot"",90,92,""Ring finger"",September,Fall,No,No,Pizza/Pasta,Water,Music,6,10,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",0,0,2,0,6,4,10,8,30,3,100,2,0,8,Some,""Graduate degree"",""Heavy metal"",""Super strength"",Happy,Relative,Health"
"USA,NE,2013,""9         "",Male,14,Right-Handed,180,29,176,2,Car,15,.32,43,Baseball/Softball,500,800,800,300,600,800,29,""Same length"",80,80,""Same length"",July,Winter,No,No,Meat,""Sports drink"",""Physical education"",6,8,5,""Yes - other"",,600,580,130,2,100,50,150,30,150,160,160,130,0,80,""A lot"",""Graduate degree"",Country,Fly,Famous,Relative,""Arts, culture, sports"""
"USA,NE,2018,""12        "",Male,17,Right-Handed,182.2,4,54,1,Car,5,0.433,53,""Football (American)"",155,1000,460,460,115,1000,4,""Right foot"",34,34,""Index finger"",December,Fall,No,No,Meat,Water,History,6,4,8,""Yes - dial-up connection"",""In person"",""10 "",50,30,1,5,100,""12 "",0,5,1,10,0,0,10,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,""Wildlife, animals"""
"USA,NE,2017,""10        "",Female,17,Right-Handed,5,""12 "",56,1,Car,5,0.565,54,Other,600,700,600,700,100,300,12,""Same length"",7,8,""Index finger"",June,Summer,Yes,No,Fruit,Juice,Art,6,8,4,""Yes - broadband connection"",""Text messaging"",12,12,20,2,3,5,10,0,5,2,2,2,10,3,""A lot"",""Some college"",""Rap/Hip hop"",Telepathy,Famous,""Musician or singer"",Health"
"USA,NE,2017,""10        "",Male,15,Right-Handed,163,27,163,1,Car,7,0.342,34,""Football (American)"",1000,1000,1000,1000,600,1000,26,""Right foot"",76,71,""Index finger"",July,Fall,No,No,Pizza/Pasta,Water,""Physical education"",5,6,5,""Yes - other"",""Myspace, Facebook, other social networking sites, or blog"",100,100,16,1,8,2,14,14,10,1,15,1,0,3,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Friend,""Wildlife, animals"""
"USA,NE,2019,""11        "",Male,17,Right-Handed,172,26,168,1,Car,17,.355,40,Baseball/Softball,50,50,65,85,20,50,26,""Same length"",,,,January,Spring,Yes,No,Meat,Water,""Physical education"",8,8,3,""Yes - broadband connection"",""Text messaging"",10,20,20,1,2,8,21,5,5,2,5,4,15,3,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Relative,""Arts, culture, sports"""
"USA,NE,2017,""10        "",Female,16,Right-Handed,149,22,152,3,Car,11,0.54,35,Tennis,679,481,492,513,497,508,22,""Same length"",52,54,""Ring finger"",September,Winter,Yes,No,Breads/Sandwiches,Water,Art,5.5,7,4,""Yes - broadband connection"",""Text messaging"",125,150,12,.5,6,10,0,3,8,15,15,3,20,2,""A lot"",""Graduate degree"",Techno/Electronic,Telepathy,Rich,""Musician or singer"",""International aid"""
"USA,NE,2014,""10        "",Female,15,Right-Handed,163,23,172,1,Car,15,0.437,34,Basketball,1000,1000,1000,1000,53,503,23,""Same length"",65,66,""Ring finger"",February,Fall,Yes,No,Pizza/Pasta,Water,English,7,5,4,""Yes - broadband connection"",""Text messaging"",199,204,8,2,20,72,18,0,10,58,100,5,0,10,""A lot"",""Graduate degree"",Country,Telepathy,Happy,Relative,Health"
"USA,NE,2012,""11        "",Male,17,Right-Handed,69,20,69,1,Car,12,.53,42,Baseball/Softball,353,551,75,818,0,251,20,""Same length"",90,95,""Ring finger"",April,Summer,Yes,No,Meat,""Sports drink"",""Computers and technology"",7,6,4,""Yes - broadband connection"",""In person"",45,45,20,,,,,,,,,,,,,,,,,,"
"USA,NE,2014,""9         "",Female,14,Right-Handed,,,,1,Car,3,0.627,52,Baseball/Softball,100,100,100,200,200,200,30,""Same length"",60,70,""Ring finger"",June,Fall,No,No,Fruit,""Soft drink (caffeinated)"",Art,7,7,4,""Yes - dial-up connection"",""Text messaging"",50,100,120,3,4,50,7,0,160,160,168,160,0,6,""A lot"",""Graduate degree"",Country,Telepathy,Happy,""Coach or club leader"",Other"
"USA,NE,2017,""10        "",Female,15,Right-Handed,162.5,45,165,1,Car,10,.461,40,Other,654,540,583,102,385,780,45,""Same length"",250,300,""Index finger"",February,Fall,Yes,No,Pizza/Pasta,Water,""Mathematics and statistics"",4,4,4,""Yes - broadband connection"",""Cell phone"",15,15,24,1,20,5,5,0,10,2,10,10,4,4,""A lot"",""Some college"",Pop,Fly,Happy,Relative,Health"
"USA,NE,2018,""9         "",Female,14,Right-Handed,,,156.2,2,,12,0.306,34,Dancing,400,400,400,300,200,1000,,,,,""Same length"",December,Fall,No,No,""No favorite"",Water,Art,8,5,5,""Yes - broadband connection"",""Text messaging"",85,66,6,12,5,1,0.5,0,40,45,100,5,0,0,Some,""Graduate degree"",Pop,Fly,Happy,Friend,""International aid"""
