Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
"USA,NE,2021,""7         "",Male,12,Right-Handed,140,19,107,2,Bus,24,0.055,40,""Martial Arts"",200,100,500,1000,500,1000,19,""Same length"",60,30,""Ring finger"",July,Summer,No,No,Meat,Water,""Physical education"",7,2,6,""Yes - broadband connection"",""Text messaging"",400,48,40,2,1,2,2,2,2,1,1,2,2,2,None,""Some college"",Other,""Super strength"",Healthy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2012,""6         "",Male,12,Left-Handed,148,24,147,1,Car,2,0.342,49,Basketball,733,519,861,1000,326,706,24,""Same length"",6,5,""Index finger"",October,Fall,No,No,""No favorite"",Juice,""Mathematics and statistics"",10,8,4,""Yes - other"",""Cell phone"",10,12,15,5,5,30,20,15,10,15,15,10,15,10,Some,""Some college"",""Rap/Hip hop"",Fly,Famous,""Sports person"",Health"
"USA,NE,2014,""9         "",Male,15,Left-Handed,55,27,54,2,Car,20,,,""Football (American)"",,,,,,,27,""Same length"",9,7,""Index finger"",October,Winter,Yes,No,Meat,Milk,""Physical education"",9,15,4,""Yes - broadband connection"",""Text messaging"",10,15,2,1,3,5,5,0,0,1,1,2,0,3,""A lot"",""Graduate degree"",Country,""Freeze time"",Happy,Relative,""Wildlife, animals"""
"USA,NE,2016,""4         "",Female,32,Right-Handed,171,24,172,1,Car,10,0.655,47,Other,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2014,""10        "",Female,14,Right-Handed,,23,153,2,Car,10,.4324,46,Soccer,1000,75,0,0,100,1000,23,""Same length"",80,70,""Index finger"",May,Fall,No,Yes,Vegetables,Water,Science,8,7,7,""Yes - broadband connection"",,80,200,5,1,10,10,17,0,3,50,16,7,0,4,Some,Other,Country,Telepathy,Happy,""Doctor or nurse"",""Wildlife, animals"""
"USA,NE,2013,""9         "",Male,14,Right-Handed,170,29,168,2,Car,10,0.39,29,Soccer,572,508,508,893,251,481,29,""Same length"",9,9,""Same length"",September,Fall,No,No,Fruit,Water,Art,7,11,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",0,0,10,2,3,14,24,1,1,1,2,1,2,2,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Healthy,""Doctor or nurse"",Health"
"USA,NE,2018,""9         "",Female,15,Right-Handed,167.6,23.87,160.4,2,Bus,65,0.546,39,Dancing,1000,1000,1000,1000,500,500,23.16,""Left foot"",21.2,21.1,""Index finger"",March,Fall,Yes,No,""Rice/Noodle dishes"",Water,Other,6,7,5,""Yes - broadband connection"",""Text messaging"",1000,1000,30,2,5,6,10,0,0,15,3,3,0,10,""A lot"",""Graduate degree"",Other,Invisibility,Happy,Relative,""Wildlife, animals"""
"USA,NE,2017,""12        "",Male,17,Right-Handed,161,28,185,1,Car,5,.360,33,Soccer,999,998,850,800,300,700,28,""Same length"",90,78,""Index finger"",June,Summer,Yes,No,""Rice/Noodle dishes"",Water,Science,8.5,9,3,""Yes - broadband connection"",""Text messaging"",50,60,7,1,7,5,7,3,,,,,,,,,,,,,"
"USA,NE,2018,""12        "",Male,16,Right-Handed,167,25,58,2,Car,7,0.47,65,Soccer,700,600,500,500,100,300,25,""Same length"",77,77,""Same length"",July,Fall,No,No,Meat,Water,""Physical education"",8,10,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",100,100,10,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Female,17,Right-Handed,171,24,152,1,Car,15,.63,57,Swimming,824,888,963,840,663,701,23,""Right foot"",75,80,""Ring finger"",August,Fall,Yes,No,Pizza/Pasta,Water,Music,7,9,5,""Yes - other"",""In person"",50,100,25,3,8,20,30,2,10,20,25,10,7,3,""A lot"",Other,Pop,Telepathy,Happy,""Religious figure"",Health"
"USA,NE,2012,""6         "",Male,11,Left-Handed,158,25,156,1,Car,2,0.371,61,None,500,200,300,100,0,200,67,""Same length"",70,60,""Index finger"",,Winter,No,No,Seafood,""Energy drink"",Science,7,11,4,""No internet connection"",E-mail,0,0,4,0,3,5,2,0,1,2,4,1,0,2,""Very little"",""Some college"",""Rock and roll"",Telepathy,Rich,Actor,Health"
"USA,NE,2017,""10        "",Female,15,Left-Handed,161,22.8,161,1,Car,5,.432,42,Baseball/Softball,332,567,701,492,706,711,22.8,""Same length"",6.35,6.35,""Same length"",June,Fall,No,No,Meat,""Soft drink (caffeinated)"",Art,5,10,3,""Yes - broadband connection"",""Text messaging"",20,20,2,5,14,5,1,20,40,10,20,8,0,8,""A lot"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Happy,Other,""Education/Youth development"""
"USA,NE,2017,""10        "",Female,15,Right-Handed,153,20,158,1,Car,20,0.401,37,Other,1000,1000,1000,1000,400,400,20,""Same length"",6.5,7,""Ring finger"",March,Summer,Yes,No,Breads/Sandwiches,Water,History,6,9,4,""Yes - broadband connection"",""In person"",5,300,15,0,4,2,25,0,6,10,20,3,0,0,""A lot"",""Graduate degree"",""Rap/Hip hop"",""Super strength"",Healthy,Friend,""Wildlife, animals"""
"USA,NE,2017,""10        "",Female,16,Right-Handed,172.7,23,176,1,Car,20,,,Dancing,500,600,500,400,700,800,23,""Same length"",8,7.5,""Index finger"",May,Fall,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",Art,5,8,6,,""Cell phone"",15,15,2,,,,,,,,,,,,,,,,,,"
"USA,NE,2019,""12        "",Male,18,Right-Handed,186,27,180.6,1,Car,20,.331,61,""Football (American)"",1000,1000,1000,500,500,500,27,""Same length"",78,73,""Same length"",August,Spring,No,No,Pizza/Pasta,Water,""Physical education"",6-8,6-8,6,""Yes - dial-up connection"",""Cell phone"",15,15,,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""10        "",Female,16,Right-Handed,172.7,23,176,1,Car,20,"" 0.43"",38,Dancing,500,600,500,400,700,800,23,""Same length"",8,7.5,""Index finger"",May,Fall,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",Art,4,8,6,,""Cell phone"",15,15,2,5,20,10,3,5,2,1,10,7,0,2,""A lot"",""Undergraduate degree"",""Rock and roll"",Invisibility,Happy,Actor,""Arts, culture, sports"""
"USA,NE,2017,""12        "",Female,17,Right-Handed,152,24,174,1,Car,20,0.442,43,Walking/Hiking,1000,800,850,900,300,200,24,""Same length"",102,105,""Ring finger"",October,Fall,Yes,No,Breads/Sandwiches,Water,""Mathematics and statistics"",7,7,5,""Yes - other"",""Text messaging"",3,3,5,1,4,5,0,0,10,5,25,3,30,15,Some,""Graduate degree"",""Rhythm and blues (R&B)"",Invisibility,Rich,Relative,""Education/Youth development"""
"USA,NE,2017,""10        "",Female,16,Right-Handed,161.5,21.79,13.08,1,Car,10,0.591,51,None,572,790,497,668,807,551,21.76,""Right foot"",76.2,81.28,""Ring finger"",July,Winter,Yes,Yes,""No favorite"",Water,Music,4,8,6,""Yes - broadband connection"",""Text messaging"",2,2,1,,,,,,,,,,,,,,,,,,"
"USA,NE,2017,""12        "",Female,17,Right-Handed,147,24,164,1,Car,5,.382,36,Other,300,40,60,50,999,1000,24,""Same length"",80,65,""Index finger"",October,Fall,Yes,No,Fruit,Water,Music,7.5,10,4,""Yes - other"",""Text messaging"",30,60,10,1,15,20,.5,0,20,30,4,4,5,.5,""A lot"",""Undergraduate degree"",Pop,Fly,Happy,Relative,""Wildlife, animals"""
"USA,NE,2012,""12        "",Male,17,Right-Handed,173,27,174,1,Car,13,.29,40,""Football (American)"",500,400,300,400,600,700,27,""Same length"",80,84,""Ring finger"",November,Fall,No,No,Meat,""Sports drink"",Science,6,9,5,""Yes - broadband connection"",""In person"",50,50,7,.5,6,2,18,2,3,2,2,4,10,0,""A lot"",""Graduate degree"",""Rap/Hip hop"",Fly,Happy,Relative,Health"
"USA,NE,2012,""12        "",Female,17,Right-Handed,159,23,154,1,Car,12,.464,71,None,636,976,470,600,340,560,23.5,""Left foot"",64,70,""Ring finger"",March,Fall,No,No,Desserts,Water,English,7,6,2,""Yes - broadband connection"",""Text messaging"",10,20,10,2,20,25,0,0,80,80,40,12,14,10,""A lot"",""Graduate degree"",Country,Invisibility,Happy,Relative,""International aid"""
"USA,NE,2014,""9         "",Male,16,Right-Handed,,31,,1,Car,15,1.37,101,Skateboarding/Rollerblading,700,800,400,500,40,800,30,""Same length"",9.5,10,""Ring finger"",June,Fall,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",English,8,10,6,""Yes - other"",""In person"",4,3,50,1,20,120,2,0,100,100,15,10,0,15,Some,""Some college"",Other,""Freeze time"",Famous,Actor,Health"
"USA,NE,2012,""12        "",Male,17,Right-Handed,191,28,194,1,Car,11,.285,,Baseball/Softball,700,600,500,700,1000,1000,28,""Same length"",90,100,""Ring finger"",June,Summer,No,No,""No favorite"",Water,Science,7.5,8.5,4,""Yes - broadband connection"",""In person"",50,60,6,1,4,6,17,2,1,2,2,5,8,1.5,Some,""Graduate degree"",Country,Invisibility,Happy,Relative,Health"
"USA,NE,2018,""12        "",Male,17,Left-Handed,184.4,27,79,1,Car,20,0.315,46,""Football (American)"",1000,60,50,1000,0,1000,26,""Right foot"",80,90,""Ring finger"",May,Fall,Yes,No,Meat,Water,History,7,8,4,""Yes - broadband connection"",""Text messaging"",50,50,40,1,3,10,15,5,15,178,178,5,16,3,""Very little"",""Undergraduate degree"",""Rap/Hip hop"",Invisibility,Healthy,""Coach or club leader"",""Education/Youth development"""
"USA,NE,2014,""9         "",Male,15,Ambidextrous,182,24,190,3,Car,20,0.415,57,Basketball,500,700,800,600,500,900,24,""Same length"",76,76,""Same length"",May,Summer,No,No,Poultry,""Sports drink"",""Physical education"",7,12,5,""Yes - dial-up connection"",""Text messaging"",4,3,6,3,21,4,35,28,42,21,42,14,0,2,Some,""Graduate degree"",""Rap/Hip hop"",Fly,Happy,""Sports person"",""International aid"""
"USA,NE,2018,""12        "",Female,16,Right-Handed,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2013,""9         "",Male,16,Right-Handed,180.3,,,2,Car,15,,,Basketball,449,439,572,583,0,273,,""Same length"",,,,August,Summer,No,No,Meat,""Sports drink"",""Physical education"",10,8,5,""Yes - broadband connection"",""In person"",12,8,3,1,4,8,10,2,6,5,10,5,0,9,""A lot"",""Graduate degree"",Gospel,Invisibility,Healthy,""Religious figure"",""International aid"""
"USA,NE,2013,""9         "",Female,14,Left-Handed,174,24,157,1,Car,15,0.361,49,Soccer,733,775,722,797,37,21,25,""Left foot"",72,75,""Ring finger"",April,Winter,No,No,""No favorite"",Milk,Art,4,4,7,""Yes - broadband connection"",""In person"",23,12,12,1,4,2,4,0,3,2,2,0,2,6,""A lot"",""Graduate degree"",Other,Telepathy,Happy,Relative,Health"
"USA,NE,2012,""6         "",Male,11,Right-Handed,142,24,143,1,Bus,45,.57,46,Basketball,300,500,700,400,100,600,24,""Same length"",6,5,""Index finger"",June,Summer,No,No,Meat,""Soft drink (caffeinated)"",History,5.5,8,5,""Yes - dial-up connection"",""Text messaging"",12,13,30,1,10,2,3,10,1,5,1,5,0,1,Some,""Some college"",""Rap/Hip hop"",Fly,Rich,""Sports person"",Health"
"USA,NE,2018,""9         "",Female,14,Right-Handed,162.5,13,60,2,Car,7,0.43,41,Walking/Hiking,754,583,583,754,0,0,13,""Same length"",7.4,6.6,""Index finger"",August,Fall,,No,""No favorite"",Coffee,Art,4,9,2,""Yes - other"",""Cell phone"",3,3,0,0,0,40000,5,2,8,0,8,0,1,1,""A lot"",""Some college"",""Rock and roll"",Telepathy,Happy,Relative,""International aid"""
"USA,NE,2017,""11        "",Male,17,Right-Handed,183,26,190,1,Car,5,.46,44,Tennis,0,250,500,275,300,800,26.7,""Left foot"",103,110,""Ring finger"",July,Summer,Yes,No,Desserts,Water,Science,7.5,8,5,""Yes - broadband connection"",""Text messaging"",10,10,15,0,10,4,10,3,4,1.5,4,20,0,2,""Very little"",""Graduate degree"",Other,Fly,Happy,Friend,Religious"
"USA,NE,2013,""9         "",Female,14,Right-Handed,162,23,163,1,Car,35,0.496,39,Basketball,45,40,50,40,65,67,23,""Same length"",110,70,""Ring finger"",December,Winter,No,No,Pizza/Pasta,""Soft drink (caffeinated)"",English,8,12,7,""Yes - broadband connection"",""Text messaging"",800,850,85,15,10,10,15,1,5,40,50,45,0,4,Some,""Graduate degree"",""Rap/Hip hop"",Telepathy,Healthy,Relative,Health"
"USA,NE,2013,""12        "",Male,17,Right-Handed,180,30,176,2,Car,7,0.325,38,Other,643,894,999,681,526,759,30,""Same length"",83,86,""Ring finger"",January,Summer,No,No,Other,Water,Art,7,10,3,""Yes - broadband connection"",""Cell phone"",10,10,20,1,10,5,15,5,5,10,10,2,5,3,Some,""Graduate degree"",Reggae,Invisibility,Healthy,Relative,""Education/Youth development"""
"USA,NE,2017,""11        "",Female,17,Right-Handed,160,24.5,56,3,Car,15,0.649,37,Other,733,487,872,658,914,1000,24.5,""Same length"",90,95,""Ring finger"",May,Spring,Yes,No,Pizza/Pasta,Water,""Mathematics and statistics"",8,9,4,""Yes - dial-up connection"",""Myspace, Facebook, other social networking sites, or blog"",6,7,2,1,,12,1,0,3,2,4,4,15,3,Some,""Undergraduate degree"",Country,""Freeze time"",Happy,""Religious figure"",Religious"
"USA,NE,2014,""10        "",Male,17,Right-Handed,188,0,0,1,Car,5,0.251,48,Baseball/Softball,690,685,555,582,832,999,0,""Same length"",0,0,""Ring finger"",April,Summer,No,No,Meat,Milk,Science,7,10,4,""Yes - other"",""In person"",10,10,10,.25,5,10,10,5,10,15,20,20,0,10,""Very little"",""High school"",""Rap/Hip hop"",Fly,Happy,""Sports person"",Health"
"USA,NE,2013,""12        "",Female,17,Right-Handed,157.5,24,159,1,Car,20,.359,49,Walking/Hiking,160,102,513,508,513,626,24,""Same length"",70,75,""Ring finger"",March,Fall,No,No,Pizza/Pasta,Water,Art,8,9,4,""Yes - broadband connection"",""Text messaging"",25,20,10,5,6,10,1,0,14,24,7,10,15,0,""A lot"",""Graduate degree"",Pop,Invisibility,Happy,Actor,Health"
"USA,NE,2013,""9         "",Male,14,Right-Handed,167,27,170,2,Car,15,0.342,44,Soccer,1000,1000,1000,1000,945,1000,26,""Right foot"",90,90,""Same length"",November,Winter,No,No,Pizza/Pasta,Tea,History,9,11,5,,""Cell phone"",80,70,6,10,4,8,1,0,9,10,10,7,3,3,""Very little"",""Graduate degree"",Pop,Invisibility,Famous,""Musician or singer"",""International aid"""
"USA,NE,2012,""6         "",Female,12,Right-Handed,164,24,171,1,Bus,10,.53,43,Basketball,900,850,1000,950,450,600,24,""Same length"",90,99,""Ring finger"",October,Spring,Yes,No,""No favorite"",""Powdered drink"",Art,8,10,5,""Yes - broadband connection"",""In person"",0,0,20,4,8,8,4,4,4,4,4,10,0,6,Some,""Graduate degree"",Pop,Telepathy,Healthy,Relative,Health"
"USA,NE,2013,""9         "",Male,135,Ambidextrous,1.1,0.2,5,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"USA,NE,2019,""12        "",Female,17,Right-Handed,178,25.5,182,2,Car,25,0.804,31,Walking/Hiking,1000,1000,1000,1000,200,200,26,""Left foot"",76,76,""Index finger"",April,Spring,No,No,""Rice/Noodle dishes"",Water,Science,10.5,10,4,""Yes - broadband connection"",""Cell phone"",12,18,6,1,10,3,0,0,3,.1,18,14,12,2,Some,""Undergraduate degree"",Other,Fly,Rich,Relative,""Wildlife, animals"""
"USA,NE,2012,""9         "",Female,14,Right-Handed,154,26,149,1,Car,8,0.323,47,Other,59,353,219,27,695,700,26.5,""Left foot"",70,71,""Ring finger"",May,Fall,Yes,No,Pizza/Pasta,""Soft drink (caffeinated)"",""Computers and technology"",7,13,3,""Yes - broadband connection"",""Text messaging"",30,28,4,8,20,12,15,0,11,18,50,30,0,4,""A lot"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Healthy,Relative,Health"
"USA,NE,2013,""9         "",Male,15,Right-Handed,168,25,182,2,Skateboard/Scooter/Rollerblade,5,.650,35,Basketball,600,600,800,700,900,900,26,""Same length"",,,""Ring finger"",February,Summer,Yes,No,Other,""Soft drink (caffeinated)"",""Physical education"",8,7,12,""Yes - broadband connection"",""In person"",150,150,5,1,6,6,5,1,4,5,6,3,0,2,Some,""Undergraduate degree"",Pop,Invisibility,Happy,Other,Religious"
"USA,NE,2023,""12        "",Female,17,Right-Handed,170,24,173,1,Car,26,.329,40,Other,1000,1000,1000,1000,200,300,25,""Left foot"",81,79,""Index finger"",May,Fall,No,No,Breads/Sandwiches,Water,""Mathematics and statistics"",7,9,5,""Yes - other"",""In person"",650,677,35,2,15,6,0,2,5,10,29,11,0,2,""A lot"",""Graduate degree"",Other,Telepathy,Happy,Relative,Health"
"USA,NE,2018,""11        "",Male,17,Right-Handed,178,""25 "",177,1,Car,15,.365,65,""Football (American)"",1000,492,1000,1000,294,540,24,""Right foot"",75,74,""Index finger"",February,Fall,No,No,""Rice/Noodle dishes"",Water,,6,9,4,""Yes - broadband connection"",""Internet chat or instant messaging"",6,8,4,.5,3,4,1,24,2,.5,11,0,15,2,Some,""Some college"",""Rap/Hip hop"",Fly,Happy,Relative,Health"
"USA,NE,2018,""9         "",Male,15,Ambidextrous,175.2,27,170.1,2,Car,15,.32,43,Baseball/Softball,503,1000,278,305,1000,1000,27,,85,80,,October,Winter,No,No,Meat,""Soft drink (caffeinated)"",""Computers and technology"",4,2,2,""Yes - broadband connection"",""Internet chat or instant messaging"",5,12,15,1,6,30,10,35,23,23,168,9,2,2,""A lot"",""Less than high school"",Country,""Freeze time"",Rich,""Business person"",""Arts, culture, sports"""
"USA,NE,2017,""12        "",Female,17,Right-Handed,154,25,168,1,Car,10,.426,41,Dancing,900,800,900,800,600,600,25,""Same length"",750,600,""Ring finger"",April,Summer,No,Yes,Salads,Coffee,""Mathematics and statistics"",7,9,4,""Yes - other"",""In person"",30,200,30,4,4,10,2,0,6,5,4,0,20,5,Some,""Graduate degree"",Other,Fly,Happy,""Business person"",""International aid"""
"USA,NE,2017,""10        "",Female,15,Right-Handed,""162 "",""25 "",157,1,Car,""10 "",0.629,""44 "",Baseball/Softball,471,171,561,508,150,390,23,""Right foot"",""63.5 "",65,""Index finger"",March,Fall,No,No,Pizza/Pasta,Water,History,6,10,6,""Yes - other"",""Text messaging"",100,150,50,7,15,24,20,10,60,50,40,30,0,5,""A lot"",""Graduate degree"",""Rap/Hip hop"",Telepathy,Rich,""Coach or club leader"",Health"
"USA,NE,2012,""9         "",Male,14,Left-Handed,175.5,25,26,3,Car,10,.351,47,Basketball,539,519,801,877,299,589,26,""Left foot"",90,80,""Index finger"",August,Winter,Yes,Yes,Poultry,""Powdered drink"",""Mathematics and statistics"",3,0,6,""Yes - broadband connection"",""Text messaging"",2,20,15,0,20,1,10,48,2,0,5,0,1,3,""A lot"",""Graduate degree"",Techno/Electronic,""Freeze time"",Rich,Relative,Other"
"USA,NE,2013,""12        "",Female,17,Right-Handed,157.5,22,154,1,Car,15,.283,40,Dancing,455,631,701,733,642,759,23,""Left foot"",74,72,""Index finger"",April,Summer,No,No,Fruit,Water,Science,6,8,6,""Yes - broadband connection"",""Text messaging"",25,25,10,7,10,21,8,0,14,14,7,6,32,2,""A lot"",""Graduate degree"",Jazz,""Freeze time"",Healthy,Friend,Health"
"USA,NE,2016,""11        "",Female,16,Ambidextrous,164,30,160,1,Car,30,0.316,35,Other,1000,1000,1000,1000,1000,1000,,""Right foot"",750,800,""Ring finger"",May,Summer,Yes,No,Poultry,Juice,English,8,6,4,""Yes - other"",""In person"",70,80,15,2,6,15,20,0,25,25,30,10,0,5,""A lot"",""High school"",""Rap/Hip hop"",""Freeze time"",Happy,Friend,""Wildlife, animals"""
"USA,NE,2014,""10        "",Male,16,Right-Handed,176,27,176,1,,12,0.3,45,Baseball/Softball,0,500,500,250,750,750,27,""Same length"",77,75,""Index finger"",October,Fall,Yes,No,Meat,""Sports drink"",""Physical education"",8,7,4,""Yes - other"",""Text messaging"",50,50,5,0,2,4,2,0,1,1,1,1,0,0,Some,""Graduate degree"",""Rap/Hip hop"",Invisibility,Happy,""Sports person"",""Arts, culture, sports"""
"USA,NE,2013,""9         "",Female,16,Right-Handed,155,26,155,1,Car,10,.425,98,Soccer,500,600,400,400,1000,1000,27,""Left foot"",73,74,""Ring finger"",October,Winter,Yes,No,Pizza/Pasta,Water,""Physical education"",8,9,5,""Yes - broadband connection"",""Text messaging"",20,20,10,2,10,5,5,3,5,5,6,7,0,2,Some,""Graduate degree"",Country,""Freeze time"",Healthy,""Sports person"",Health"
"USA,NE,2019,""11        "",Female,16,Right-Handed,167,22,168,1,Car,30,.304,50,Swimming,465,222,333,456,100,999,,""Right foot"",,,,February,Spring,Yes,No,Pizza/Pasta,""Energy drink"",English,6,6,6,""Yes - dial-up connection"",""Text messaging"",304,316,60,2,2,10,0,10,10,10,10,10,20,10,""A lot"",Other,Gospel,Fly,Happy,""Religious figure"",Religious"
"USA,NE,2012,""6         "",Female,12,Right-Handed,153,24,159,1,Car,5,.459,39,Basketball,1000,733,1000,1000,615,1000,23,""Right foot"",60,60,""Same length"",September,Summer,Yes,No,Breads/Sandwiches,""Soft drink (caffeinated)"",""Mathematics and statistics"",6,10,5,""Yes - other"",""Text messaging"",200,180,5,7,2,3,5,0,2,34,8,11,13,10,Some,""Graduate degree"",Country,Fly,Happy,Friend,""Wildlife, animals"""
"USA,NE,2016,""12        "",Female,,Right-Handed,,,,,Car,,,,Dancing,,,,,,,,""Left foot"",,,""Ring finger"",July,Fall,Yes,No,""No favorite"",Coffee,Music,,,,""Yes - other"",""Text messaging"",,,,,,,,,,,,,,,Some,""Graduate degree"",Other,Telepathy,Happy,Friend,Health"
"USA,NE,2018,""11        "",Male,18,Right-Handed,77,25,173,1,Car,5,.371,39,Swimming,200,300,300,400,500,800,25,""Same length"",80,75,""Ring finger"",May,Winter,Yes,No,Meat,""Sports drink"",English,9,11,4,""Yes - broadband connection"",""Myspace, Facebook, other social networking sites, or blog"",25,27,5,7,3,2,12,4,1,1,8,2,0,0,""Very little"",""Graduate degree"",Pop,Fly,Happy,Relative,Health"
"USA,NE,2023,""12        "",Female,17,Right-Handed,160,20,164,1,Car,7,.293,51,Athletics,950,700,400,400,980,1000,20,""Same length"",100,105,""Ring finger"",October,Fall,Yes,No,Pizza/Pasta,Water,Science,8,9,3,""Yes - broadband connection"",""In person"",5,3,12,1,7,2,9,0,18,2,40,0,6,1,Some,""Graduate degree"",Pop,Telepathy,Happy,Other,Health"
"USA,NE,2018,""12        "",Male,17,Right-Handed,,,,2,Car,20,.26,25,Other,1000,1000,1000,1000,100,100,,""Same length"",,,""Ring finger"",November,Winter,Yes,No,Seafood,Water,Science,5,12,6,""Yes - broadband connection"",""In person"",0,10,48,0,12,3,7.5,7,1,0,10,2,0,10,Some,""Graduate degree"",Other,""Freeze time"",Happy,""Doctor or nurse"",""Wildlife, animals"""
